ID Race,Race,ID Year,Year,Household Income by Race,Household Income by Race Moe,Geography,ID Geography,Slug Geography
4,"Asian",2018,"2018",41140,22033,"Whatcom County, WA","05000US53073","whatcom-county-wa"
9,"Hispanic",2018,"2018",47914,5381,"Yakima County, WA","05000US53077","yakima-county-wa"
9,"Hispanic",2018,"2018",33280,5815,"Whatcom County, WA","05000US53073","whatcom-county-wa"
9,"Hispanic",2018,"2018",51937,14995,"Thurston County, WA","05000US53067","thurston-county-wa"
9,"Hispanic",2018,"2018",48801,13437,"Spokane County, WA","05000US53063","spokane-county-wa"
0,"Total",2018,"2018",68115,6558,"Benton County, WA","05000US53005","benton-county-wa"
9,"Hispanic",2018,"2018",81239,13506.999999999998,"Snohomish County, WA","05000US53061","snohomish-county-wa"
9,"Hispanic",2018,"2018",70801,19700,"Skagit County, WA","05000US53057","skagit-county-wa"
9,"Hispanic",2018,"2018",61418,6745.999999999999,"Pierce County, WA","05000US53053","pierce-county-wa"
9,"Hispanic",2018,"2018",30123,6392,"Mason County, WA","05000US53045","mason-county-wa"
9,"Hispanic",2018,"2018",64500,39038,"Lewis County, WA","05000US53041","lewis-county-wa"
0,"Total",2018,"2018",57132,5313,"Chelan County, WA","05000US53007","chelan-county-wa"
9,"Hispanic",2018,"2018",70842,16325,"Kitsap County, WA","05000US53035","kitsap-county-wa"
9,"Hispanic",2018,"2018",66853,3830.0000000000005,"King County, WA","05000US53033","king-county-wa"
9,"Hispanic",2018,"2018",55169,10538,"Island County, WA","05000US53029","island-county-wa"
9,"Hispanic",2018,"2018",40153,34410,"Grays Harbor County, WA","05000US53027","grays-harbor-county-wa"
9,"Hispanic",2018,"2018",45690,6522,"Grant County, WA","05000US53025","grant-county-wa"
0,"Total",2018,"2018",59001,5412,"Clallam County, WA","05000US53009","clallam-county-wa"
9,"Hispanic",2018,"2018",49152,10382,"Franklin County, WA","05000US53021","franklin-county-wa"
9,"Hispanic",2018,"2018",36285,11766,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
9,"Hispanic",2018,"2018",57602,9608,"Clark County, WA","05000US53011","clark-county-wa"
9,"Hispanic",2018,"2018",34198,23105,"Clallam County, WA","05000US53009","clallam-county-wa"
9,"Hispanic",2018,"2018",49451,8569,"Chelan County, WA","05000US53007","chelan-county-wa"
0,"Total",2018,"2018",74060,2478,"Clark County, WA","05000US53011","clark-county-wa"
9,"Hispanic",2018,"2018",50108,9809,"Benton County, WA","05000US53005","benton-county-wa"
8,"White Non-Hispanic",2018,"2018",54866,5116,"Yakima County, WA","05000US53077","yakima-county-wa"
8,"White Non-Hispanic",2018,"2018",65563,2692,"Whatcom County, WA","05000US53073","whatcom-county-wa"
8,"White Non-Hispanic",2018,"2018",75232,3115,"Thurston County, WA","05000US53067","thurston-county-wa"
8,"White Non-Hispanic",2018,"2018",60988,1506,"Spokane County, WA","05000US53063","spokane-county-wa"
0,"Total",2018,"2018",59225,4614,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
8,"White Non-Hispanic",2018,"2018",88847,2906,"Snohomish County, WA","05000US53061","snohomish-county-wa"
8,"White Non-Hispanic",2018,"2018",72152,4942,"Skagit County, WA","05000US53057","skagit-county-wa"
8,"White Non-Hispanic",2018,"2018",80320,2007.9999999999998,"Pierce County, WA","05000US53053","pierce-county-wa"
8,"White Non-Hispanic",2018,"2018",60329,8620,"Mason County, WA","05000US53045","mason-county-wa"
8,"White Non-Hispanic",2018,"2018",60046,6297,"Lewis County, WA","05000US53041","lewis-county-wa"
0,"Total",2018,"2018",60012,8498,"Franklin County, WA","05000US53021","franklin-county-wa"
8,"White Non-Hispanic",2018,"2018",80050,3046,"Kitsap County, WA","05000US53035","kitsap-county-wa"
8,"White Non-Hispanic",2018,"2018",101247,1077,"King County, WA","05000US53033","king-county-wa"
8,"White Non-Hispanic",2018,"2018",69089,7649,"Island County, WA","05000US53029","island-county-wa"
8,"White Non-Hispanic",2018,"2018",49673,6048,"Grays Harbor County, WA","05000US53027","grays-harbor-county-wa"
8,"White Non-Hispanic",2018,"2018",60582,6559,"Grant County, WA","05000US53025","grant-county-wa"
0,"Total",2018,"2018",53057,8791,"Grant County, WA","05000US53025","grant-county-wa"
8,"White Non-Hispanic",2018,"2018",72278,12569,"Franklin County, WA","05000US53021","franklin-county-wa"
8,"White Non-Hispanic",2018,"2018",60682,5072,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
8,"White Non-Hispanic",2018,"2018",75463,2677,"Clark County, WA","05000US53011","clark-county-wa"
8,"White Non-Hispanic",2018,"2018",60198,4797,"Clallam County, WA","05000US53009","clallam-county-wa"
8,"White Non-Hispanic",2018,"2018",61766,6621,"Chelan County, WA","05000US53007","chelan-county-wa"
0,"Total",2018,"2018",48255,6637,"Grays Harbor County, WA","05000US53027","grays-harbor-county-wa"
8,"White Non-Hispanic",2018,"2018",73869,3816,"Benton County, WA","05000US53005","benton-county-wa"
7,"Two Or More",2018,"2018",70889,30143.999999999996,"Yakima County, WA","05000US53077","yakima-county-wa"
7,"Two Or More",2018,"2018",65867,14278.999999999998,"Whatcom County, WA","05000US53073","whatcom-county-wa"
7,"Two Or More",2018,"2018",70034,23867,"Thurston County, WA","05000US53067","thurston-county-wa"
7,"Two Or More",2018,"2018",52874,6538,"Spokane County, WA","05000US53063","spokane-county-wa"
0,"Total",2018,"2018",64793,5553,"Island County, WA","05000US53029","island-county-wa"
7,"Two Or More",2018,"2018",67056,16294,"Snohomish County, WA","05000US53061","snohomish-county-wa"
7,"Two Or More",2018,"2018",85579,71343,"Skagit County, WA","05000US53057","skagit-county-wa"
7,"Two Or More",2018,"2018",76836,14262,"Pierce County, WA","05000US53053","pierce-county-wa"
7,"Two Or More",2018,"2018",50175,48638,"Mason County, WA","05000US53045","mason-county-wa"
7,"Two Or More",2018,"2018",90344,57757,"Lewis County, WA","05000US53041","lewis-county-wa"
0,"Total",2018,"2018",95009,1914,"King County, WA","05000US53033","king-county-wa"
7,"Two Or More",2018,"2018",73304,28070.999999999996,"Kitsap County, WA","05000US53035","kitsap-county-wa"
7,"Two Or More",2018,"2018",85337,8363,"King County, WA","05000US53033","king-county-wa"
7,"Two Or More",2018,"2018",66669,9321,"Island County, WA","05000US53029","island-county-wa"
7,"Two Or More",2018,"2018",80134,35131,"Grant County, WA","05000US53025","grant-county-wa"
7,"Two Or More",2018,"2018",56431,24856,"Franklin County, WA","05000US53021","franklin-county-wa"
0,"Total",2018,"2018",76945,2750,"Kitsap County, WA","05000US53035","kitsap-county-wa"
7,"Two Or More",2018,"2018",43295,37651,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
7,"Two Or More",2018,"2018",89738,23937,"Clark County, WA","05000US53011","clark-county-wa"
7,"Two Or More",2018,"2018",65193,18824,"Clallam County, WA","05000US53009","clallam-county-wa"
7,"Two Or More",2018,"2018",73745,15594.000000000002,"Chelan County, WA","05000US53007","chelan-county-wa"
7,"Two Or More",2018,"2018",66357,57497.99999999999,"Benton County, WA","05000US53005","benton-county-wa"
0,"Total",2018,"2018",61058,6257,"Lewis County, WA","05000US53041","lewis-county-wa"
0,"Total",2018,"2018",58094,4214,"Mason County, WA","05000US53045","mason-county-wa"
6,"Other",2018,"2018",49959,5257,"Yakima County, WA","05000US53077","yakima-county-wa"
6,"Other",2018,"2018",33526,7528.000000000001,"Whatcom County, WA","05000US53073","whatcom-county-wa"
6,"Other",2018,"2018",65621,45718,"Thurston County, WA","05000US53067","thurston-county-wa"
6,"Other",2018,"2018",60030,38824,"Spokane County, WA","05000US53063","spokane-county-wa"
6,"Other",2018,"2018",84272,23784,"Snohomish County, WA","05000US53061","snohomish-county-wa"
0,"Total",2018,"2018",75407,1954,"Pierce County, WA","05000US53053","pierce-county-wa"
6,"Other",2018,"2018",61532,27893,"Skagit County, WA","05000US53057","skagit-county-wa"
6,"Other",2018,"2018",50781,9828,"Pierce County, WA","05000US53053","pierce-county-wa"
6,"Other",2018,"2018",26901,9350,"Mason County, WA","05000US53045","mason-county-wa"
6,"Other",2018,"2018",53608,20692,"Kitsap County, WA","05000US53035","kitsap-county-wa"
6,"Other",2018,"2018",57592,4534,"King County, WA","05000US53033","king-county-wa"
0,"Total",2018,"2018",73206,4545,"Skagit County, WA","05000US53057","skagit-county-wa"
6,"Other",2018,"2018",51425,29673.000000000004,"Island County, WA","05000US53029","island-county-wa"
6,"Other",2018,"2018",52712,23336,"Grays Harbor County, WA","05000US53027","grays-harbor-county-wa"
6,"Other",2018,"2018",40342,5715,"Grant County, WA","05000US53025","grant-county-wa"
6,"Other",2018,"2018",48028,14732.000000000002,"Franklin County, WA","05000US53021","franklin-county-wa"
6,"Other",2018,"2018",50240,16669,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
0,"Total",2018,"2018",87440,2425,"Snohomish County, WA","05000US53061","snohomish-county-wa"
6,"Other",2018,"2018",46485,9019,"Clark County, WA","05000US53011","clark-county-wa"
6,"Other",2018,"2018",44725,20437,"Chelan County, WA","05000US53007","chelan-county-wa"
6,"Other",2018,"2018",57123,9766,"Benton County, WA","05000US53005","benton-county-wa"
5,"Pacific Islander",2018,"2018",67066,59114,"Thurston County, WA","05000US53067","thurston-county-wa"
5,"Pacific Islander",2018,"2018",34823,19100,"Spokane County, WA","05000US53063","spokane-county-wa"
0,"Total",2018,"2018",59783,2297,"Spokane County, WA","05000US53063","spokane-county-wa"
5,"Pacific Islander",2018,"2018",56712,33229,"Snohomish County, WA","05000US53061","snohomish-county-wa"
5,"Pacific Islander",2018,"2018",72888,23635,"Pierce County, WA","05000US53053","pierce-county-wa"
5,"Pacific Islander",2018,"2018",106490,76556,"Mason County, WA","05000US53045","mason-county-wa"
5,"Pacific Islander",2018,"2018",74671,41612,"Kitsap County, WA","05000US53035","kitsap-county-wa"
5,"Pacific Islander",2018,"2018",76826,20705,"King County, WA","05000US53033","king-county-wa"
0,"Total",2018,"2018",72703,3003,"Thurston County, WA","05000US53067","thurston-county-wa"
5,"Pacific Islander",2018,"2018",173150,131728,"Grays Harbor County, WA","05000US53027","grays-harbor-county-wa"
5,"Pacific Islander",2018,"2018",53779,27520.000000000004,"Clark County, WA","05000US53011","clark-county-wa"
4,"Asian",2018,"2018",50625,24172,"Yakima County, WA","05000US53077","yakima-county-wa"
4,"Asian",2018,"2018",63460,15229,"Thurston County, WA","05000US53067","thurston-county-wa"
4,"Asian",2018,"2018",63704,27294,"Spokane County, WA","05000US53063","spokane-county-wa"
0,"Total",2018,"2018",62268,3301,"Whatcom County, WA","05000US53073","whatcom-county-wa"
4,"Asian",2018,"2018",101661,10964,"Snohomish County, WA","05000US53061","snohomish-county-wa"
4,"Asian",2018,"2018",90409,16330,"Skagit County, WA","05000US53057","skagit-county-wa"
4,"Asian",2018,"2018",59358,6033,"Pierce County, WA","05000US53053","pierce-county-wa"
4,"Asian",2018,"2018",48510,24382,"Mason County, WA","05000US53045","mason-county-wa"
4,"Asian",2018,"2018",65750,6973,"Kitsap County, WA","05000US53035","kitsap-county-wa"
0,"Total",2018,"2018",51555,2307,"Yakima County, WA","05000US53077","yakima-county-wa"
4,"Asian",2018,"2018",111609,3811,"King County, WA","05000US53033","king-county-wa"
4,"Asian",2018,"2018",77539,27734,"Island County, WA","05000US53029","island-county-wa"
4,"Asian",2018,"2018",76319,23342,"Grays Harbor County, WA","05000US53027","grays-harbor-county-wa"
4,"Asian",2018,"2018",101084,36548,"Franklin County, WA","05000US53021","franklin-county-wa"
4,"Asian",2018,"2018",95384,9399,"Clark County, WA","05000US53011","clark-county-wa"
1,"White",2018,"2018",70111,5716,"Benton County, WA","05000US53005","benton-county-wa"
4,"Asian",2018,"2018",67885,43614,"Clallam County, WA","05000US53009","clallam-county-wa"
4,"Asian",2018,"2018",81285,74641,"Benton County, WA","05000US53005","benton-county-wa"
3,"Native American",2018,"2018",40234,25337,"Whatcom County, WA","05000US53073","whatcom-county-wa"
3,"Native American",2018,"2018",70198,25832,"Thurston County, WA","05000US53067","thurston-county-wa"
3,"Native American",2018,"2018",24531,11703,"Spokane County, WA","05000US53063","spokane-county-wa"
1,"White",2018,"2018",59726,6981,"Chelan County, WA","05000US53007","chelan-county-wa"
3,"Native American",2018,"2018",57325,6916,"Snohomish County, WA","05000US53061","snohomish-county-wa"
3,"Native American",2018,"2018",76764,13660.999999999998,"Skagit County, WA","05000US53057","skagit-county-wa"
3,"Native American",2018,"2018",73076,18594,"Pierce County, WA","05000US53053","pierce-county-wa"
3,"Native American",2018,"2018",25313,25086,"Mason County, WA","05000US53045","mason-county-wa"
3,"Native American",2018,"2018",129837,114225,"Lewis County, WA","05000US53041","lewis-county-wa"
1,"White",2018,"2018",59381,5109,"Clallam County, WA","05000US53009","clallam-county-wa"
3,"Native American",2018,"2018",59699,22536,"Kitsap County, WA","05000US53035","kitsap-county-wa"
3,"Native American",2018,"2018",63558,16045,"King County, WA","05000US53033","king-county-wa"
3,"Native American",2018,"2018",91264,38635,"Island County, WA","05000US53029","island-county-wa"
3,"Native American",2018,"2018",23548,20734,"Grant County, WA","05000US53025","grant-county-wa"
3,"Native American",2018,"2018",49603,12486,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
1,"White",2018,"2018",73990,2536,"Clark County, WA","05000US53011","clark-county-wa"
3,"Native American",2018,"2018",82394,32974,"Clark County, WA","05000US53011","clark-county-wa"
3,"Native American",2018,"2018",46063,15447,"Clallam County, WA","05000US53009","clallam-county-wa"
3,"Native American",2018,"2018",48521,9723,"Chelan County, WA","05000US53007","chelan-county-wa"
2,"Black",2018,"2018",111055,52129,"Yakima County, WA","05000US53077","yakima-county-wa"
2,"Black",2018,"2018",83517,17128,"Thurston County, WA","05000US53067","thurston-county-wa"
1,"White",2018,"2018",59874,4830,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
2,"Black",2018,"2018",28494,14609,"Spokane County, WA","05000US53063","spokane-county-wa"
2,"Black",2018,"2018",69796,9930,"Snohomish County, WA","05000US53061","snohomish-county-wa"
2,"Black",2018,"2018",59218,7545,"Pierce County, WA","05000US53053","pierce-county-wa"
2,"Black",2018,"2018",37095,24528,"Kitsap County, WA","05000US53035","kitsap-county-wa"
2,"Black",2018,"2018",55152,8418,"King County, WA","05000US53033","king-county-wa"
1,"White",2018,"2018",64753,10132,"Franklin County, WA","05000US53021","franklin-county-wa"
2,"Black",2018,"2018",56015,11986,"Franklin County, WA","05000US53021","franklin-county-wa"
2,"Black",2018,"2018",67366,27013.999999999996,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
2,"Black",2018,"2018",42047,38971,"Clark County, WA","05000US53011","clark-county-wa"
2,"Black",2018,"2018",26485,8470,"Benton County, WA","05000US53005","benton-county-wa"
1,"White",2018,"2018",51524,3168,"Yakima County, WA","05000US53077","yakima-county-wa"
1,"White",2018,"2018",60792,6298,"Grant County, WA","05000US53025","grant-county-wa"
1,"White",2018,"2018",64839,3288,"Whatcom County, WA","05000US53073","whatcom-county-wa"
1,"White",2018,"2018",74252,3343,"Thurston County, WA","05000US53067","thurston-county-wa"
1,"White",2018,"2018",60768,1496,"Spokane County, WA","05000US53063","spokane-county-wa"
1,"White",2018,"2018",87720,2672,"Snohomish County, WA","05000US53061","snohomish-county-wa"
1,"White",2018,"2018",72100,5301,"Skagit County, WA","05000US53057","skagit-county-wa"
1,"White",2018,"2018",47944,6764,"Grays Harbor County, WA","05000US53027","grays-harbor-county-wa"
1,"White",2018,"2018",78917,2037,"Pierce County, WA","05000US53053","pierce-county-wa"
1,"White",2018,"2018",59949,8625,"Mason County, WA","05000US53045","mason-county-wa"
1,"White",2018,"2018",60588,6263,"Lewis County, WA","05000US53041","lewis-county-wa"
1,"White",2018,"2018",80270,2840,"Kitsap County, WA","05000US53035","kitsap-county-wa"
1,"White",2018,"2018",100298,1455,"King County, WA","05000US53033","king-county-wa"
1,"White",2018,"2018",66764,7615.000000000001,"Island County, WA","05000US53029","island-county-wa"
3,"Native American",2017,"2017",66944,33328,"Snohomish County, WA","05000US53061","snohomish-county-wa"
9,"Hispanic",2017,"2017",41577,2527,"Yakima County, WA","05000US53077","yakima-county-wa"
1,"White",2017,"2017",56671,8183,"Island County, WA","05000US53029","island-county-wa"
9,"Hispanic",2017,"2017",51955,9430,"Whatcom County, WA","05000US53073","whatcom-county-wa"
1,"White",2017,"2017",75637,3232,"Kitsap County, WA","05000US53035","kitsap-county-wa"
1,"White",2017,"2017",49513,4487,"Lewis County, WA","05000US53041","lewis-county-wa"
9,"Hispanic",2017,"2017",51410,7652.999999999999,"Thurston County, WA","05000US53067","thurston-county-wa"
0,"Total",2017,"2017",63346,4028,"Benton County, WA","05000US53005","benton-county-wa"
9,"Hispanic",2017,"2017",46726,12585,"Spokane County, WA","05000US53063","spokane-county-wa"
1,"White",2017,"2017",72399,1759.9999999999998,"Pierce County, WA","05000US53053","pierce-county-wa"
9,"Hispanic",2017,"2017",68952,9015,"Snohomish County, WA","05000US53061","snohomish-county-wa"
1,"White",2017,"2017",67087,2397,"Skagit County, WA","05000US53057","skagit-county-wa"
1,"White",2017,"2017",48177,3944.9999999999995,"Grays Harbor County, WA","05000US53027","grays-harbor-county-wa"
9,"Hispanic",2017,"2017",59513,11485,"Skagit County, WA","05000US53057","skagit-county-wa"
1,"White",2017,"2017",83937,2574,"Snohomish County, WA","05000US53061","snohomish-county-wa"
9,"Hispanic",2017,"2017",59085,7784,"Pierce County, WA","05000US53053","pierce-county-wa"
1,"White",2017,"2017",53762,1925.0000000000002,"Spokane County, WA","05000US53063","spokane-county-wa"
0,"Total",2017,"2017",61615,8398,"Chelan County, WA","05000US53007","chelan-county-wa"
1,"White",2017,"2017",72965,2193,"Thurston County, WA","05000US53067","thurston-county-wa"
9,"Hispanic",2017,"2017",57824,31613,"Lewis County, WA","05000US53041","lewis-county-wa"
9,"Hispanic",2017,"2017",64916,10547,"Kitsap County, WA","05000US53035","kitsap-county-wa"
1,"White",2017,"2017",62184,2852,"Whatcom County, WA","05000US53073","whatcom-county-wa"
9,"Hispanic",2017,"2017",60987,3254,"King County, WA","05000US53033","king-county-wa"
1,"White",2017,"2017",50788,1977,"Yakima County, WA","05000US53077","yakima-county-wa"
1,"White",2017,"2017",65229,6935.000000000001,"Grant County, WA","05000US53025","grant-county-wa"
9,"Hispanic",2017,"2017",82846,46321,"Island County, WA","05000US53029","island-county-wa"
2,"Black",2017,"2017",75623,8046.999999999999,"Clark County, WA","05000US53011","clark-county-wa"
9,"Hispanic",2017,"2017",31554,13883,"Grays Harbor County, WA","05000US53027","grays-harbor-county-wa"
2,"Black",2017,"2017",46100,391,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
0,"Total",2017,"2017",47907,3155,"Clallam County, WA","05000US53009","clallam-county-wa"
2,"Black",2017,"2017",43432,31756.000000000004,"Grant County, WA","05000US53025","grant-county-wa"
9,"Hispanic",2017,"2017",46812,5913,"Grant County, WA","05000US53025","grant-county-wa"
2,"Black",2017,"2017",65921,18599,"Island County, WA","05000US53029","island-county-wa"
9,"Hispanic",2017,"2017",47192,5615,"Franklin County, WA","05000US53021","franklin-county-wa"
2,"Black",2017,"2017",46730,4945,"King County, WA","05000US53033","king-county-wa"
1,"White",2017,"2017",78101,7590,"Franklin County, WA","05000US53021","franklin-county-wa"
9,"Hispanic",2017,"2017",33326,25679,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
2,"Black",2017,"2017",43582,14293.000000000002,"Kitsap County, WA","05000US53035","kitsap-county-wa"
9,"Hispanic",2017,"2017",58231,13471,"Clark County, WA","05000US53011","clark-county-wa"
2,"Black",2017,"2017",45540,6846,"Pierce County, WA","05000US53053","pierce-county-wa"
0,"Total",2017,"2017",74747,2965,"Clark County, WA","05000US53011","clark-county-wa"
9,"Hispanic",2017,"2017",45986,22424,"Chelan County, WA","05000US53007","chelan-county-wa"
2,"Black",2017,"2017",73881,8503,"Snohomish County, WA","05000US53061","snohomish-county-wa"
9,"Hispanic",2017,"2017",48075,4710,"Benton County, WA","05000US53005","benton-county-wa"
8,"White Non-Hispanic",2017,"2017",52144,2631,"Yakima County, WA","05000US53077","yakima-county-wa"
2,"Black",2017,"2017",53699,20138,"Spokane County, WA","05000US53063","spokane-county-wa"
8,"White Non-Hispanic",2017,"2017",62449,3187,"Whatcom County, WA","05000US53073","whatcom-county-wa"
1,"White",2017,"2017",49668,3354,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
3,"Native American",2017,"2017",84457,76651,"Benton County, WA","05000US53005","benton-county-wa"
8,"White Non-Hispanic",2017,"2017",73530,1781.0000000000002,"Thurston County, WA","05000US53067","thurston-county-wa"
0,"Total",2017,"2017",49456,2785,"Cowlitz County, WA","05000US53015","cowlitz-county-wa"
3,"Native American",2017,"2017",25496,4945,"Clallam County, WA","05000US53009","clallam-county-wa"
8,"White Non-Hispanic",2017,"2017",53909,1997.9999999999998,"Spokane County, WA","05000US53063","spokane-county-wa"
8,"White Non-Hispanic",2017,"2017",83981,2689,"Snohomish County, WA","05000US53061","snohomish-county-wa"
3,"Native American",2017,"2017",80362,33826,"Clark County, WA","05000US53011","clark-county-wa"
8,"White Non-Hispanic",2017,"2017",67587,2793,"Skagit County, WA","05000US53057","skagit-county-wa"
1,"White",2017,"2017",73978,3468,"Clark County, WA","05000US53011","clark-county-wa"
3,"Native American",2017,"2017",40850,13451,"Franklin County, WA","05000US53021","franklin-county-wa"
3,"Native American",2017,"2017",130457,79228,"Grant County, WA","05000US53025","grant-county-wa"
8,"White Non-Hispanic",2017,"2017",72874,1986.0000000000002,"Pierce County, WA","05000US53053","pierce-county-wa"
3,"Native American",2017,"2017",32321,24059,"Grays Harbor County, WA","05000US53027","grays-harbor-county-wa"
3,"Native American",2017,"2017",56528,37297,"Island County, WA","05000US53029","island-county-wa"
0,"Total",2017,"2017",64344,7787.000000000001,"Franklin County, WA","05000US53021","franklin-county-wa"
8,"White Non-Hispanic",2017,"2017",49994,4130,"Lewis County, WA","05000US53041","lewis-county-wa"
